Agency,CN ID,SON ID,Supplier Name,Supplier ABN,Description,Category,Agency Ref. ID,Publish Date,Start Date,End Date,Value (AUD)
Department of Defence,CN3493946,,BABCOCK PTY LTD,32050019817,Air Reducing Station Spares,Military watercraft,3S0NDB,28-Mar-18,12-Mar-18,26-Mar-18,"40,264.12"
Department of Defence,CN3493947,,FENDERCARE AUSTRALIA PTY LTD,14141400259,Repair of gangway,Marine craft systems and subassemblies,3S0NDA,28-Mar-18,12-Mar-18,10-Apr-18,"10,662.20"
Department of Defence,CN3493948,SON3319689,CALTEX AUSTRALIA PETROLEUM P / L,17000032128,Lubricating oil,Lubricants and oils and greases and anti corrosives,3S0NCZ,28-Mar-18,12-Mar-18,19-Mar-18,"34,190.90"
Department of Defence,CN3493949,,LIGHT AIRCRAFT PTY LTD,58000034364,Aeronautical Life Support Equipment,Personal safety and protection,3A5POF,28-Mar-18,15-Mar-18,14-Apr-18,"20,836.73"
Department of Defence,CN3493950,,FLITE PATH PTY LTD,20069397075,procurement of aerospace spares.,Aerospace systems and components and equipment,3A5PM1,28-Mar-18,12-Mar-18,30-Jun-18,"22,495.00"
Department of Defence,CN3493951,,MILSPEC SERVICES PTY LIMITED,12071999132,Aircraft spares,Aircraft equipment,OA5XZ3,28-Mar-18,16-Mar-18,7-Sep-18,"10,461.00"
Department of Defence,CN3493952,,MILITARY AND AVIATION SPARES P,11110755532,Aircraft spares,Aircraft equipment,OA5XZ1,28-Mar-18,16-Mar-18,6-Apr-18,"12,200.96"
Department of Defence,CN3493953,,DEPARTUREPOWER AVIATION SERVICES,83102347277,Control Remote Switching,Aerospace systems and components and equipment,OA5XYR,28-Mar-18,15-Mar-18,14-Apr-18,"11,649.00"
Department of Defence,CN3493954,,AERO DEFENCE PTY LTD,42129351220,Aircraft spares.,Aircraft equipment,OA5XYB,28-Mar-18,15-Mar-18,10-Nov-18,"383,381.35"
Department of Defence,CN3493955,,MILSPEC SERVICES PTY LIMITED,12071999132,Chairs Office Heavy Duty,Surveillance and detection equipment,OA5XWN,28-Mar-18,12-Mar-18,21-Apr-18,"17,083.28"
Department of Defence,CN3493956,,THALES AUSTRALIA,66008642751,Military Equipment Repairs,Military watercraft,NL07M9,28-Mar-18,15-Mar-18,31-Jul-18,"11,776.61"
Department of Defence,CN3493957,,THALES AUSTRALIA,66008642751,Military Equipment Repairs,Military watercraft,NL07M8,28-Mar-18,15-Mar-18,31-Jul-18,"27,961.71"
Department of Defence,CN3493958,,THALES AUSTRALIA,66008642751,Military Equipment Repairs,Military watercraft,NL07M7,28-Mar-18,15-Mar-18,31-Jul-18,"128,066.20"
Department of Defence,CN3493959,,THALES AUSTRALIA,66008642751,Military Equipment Repairs,Military watercraft,NL07M6,28-Mar-18,14-Mar-18,31-Jul-18,"20,137.41"
Department of Defence,CN3493960,,THALES AUSTRALIA,66008642751,Military Equipment Repairs,Military watercraft,NL07MA,28-Mar-18,15-Mar-18,18-May-18,"61,975.60"
Department of Defence,CN3493961,,THALES AUSTRALIA,66008642751,Military Equipment Repairs,Military watercraft,NL07LV,28-Mar-18,22-Feb-18,31-Jul-18,"19,593.28"
Department of Defence,CN3493962,,ENERSYS AUSTRALIA PTY LTD,52103740290,Procurement of Aeronautical Spares,Aircraft maintenance and repair services,LU01YD,28-Mar-18,15-Mar-18,13-Jun-18,"29,590.00"
Department of Defence,CN3493963,SON395958,VOLVO GROUP GOVERNMENT SALES OCE,27000761259,Spare Parts Military Vehicles,Motor vehicles,LR3241,28-Mar-18,15-Mar-18,16-Apr-18,"15,223.73"
Department of Defence,CN3493964,,MERCEDES-BENZ AUSTRALIA/PACIFIC,23004411410,Spare Parts Military Vehicles,Motor vehicles,LR3239,28-Mar-18,15-Mar-18,14-Apr-18,"18,904.41"
Department of Defence,CN3493965,,HAULMARK TRAILERS (AUSTRALIA) PT,85010131567,Spare Parts Military Vehicles,Motor vehicles,LR3237,28-Mar-18,15-Mar-18,30-Apr-18,"20,839.59"
Department of Defence,CN3493966,,M AND D MARINE PARTS SERVICE P,30109620813,Ships spares,Military watercraft,JW1Y19,28-Mar-18,16-Mar-18,27-Apr-18,"30,525.00"
Department of Defence,CN3493967,,AUSTRALIAN PUMP INDUSTRIES PTY.,79061619234,Purchase of Scrambling Net Tarpaulins.,Military watercraft,JW1Y1I,28-Mar-18,16-Mar-18,25-May-18,"12,817.20"
Department of Defence,CN3493968,,WORMALD TECHNOLOGY,80008399004,Purchase of Circulating Fans.,Military watercraft,JW1Y1G,28-Mar-18,16-Mar-18,25-Nov-18,"28,490.00"
Department of Defence,CN3493969,,BAE SYSTEMS AUSTRALIA DEFENCE PT,51006870846,Purchase of Flexible Pipeline Spacers.,Military watercraft,JW1Y1E,28-Mar-18,16-Mar-18,27-Aug-18,"23,589.78"
Department of Defence,CN3493970,,A AND D INTERNATIONAL PTY LTD,78098102008,Push Switches,Military watercraft,JW1Y1B,28-Mar-18,16-Mar-18,15-Apr-18,"11,389.49"
Department of Defence,CN3493971,,MILSPEC SERVICES PTY LIMITED,12071999132,Insulators and Light Diffusers,Military watercraft,JW1Y1A,28-Mar-18,16-Mar-18,10-May-18,"15,126.10"
Department of Defence,CN3493972,,BAE SYSTEMS AUSTRALIA DEFENCE PT,51006870846,Ships spares,Military watercraft,JW1Y08,28-Mar-18,14-Mar-18,13-May-18,"62,002.23"
Department of Defence,CN3493973,,VERSALUX PTY LTD,68005911802,Multiline,Military watercraft,JW1Y05,28-Mar-18,14-Mar-18,9-May-18,"69,328.05"
Department of Defence,CN3493974,,FRONTLINE AUSTRALASIA PTY LTD,24073668649,Valve Spares,Military watercraft,JW1Y00,28-Mar-18,13-Mar-18,15-May-18,"50,700.08"
Department of Defence,CN3493975,,WEIR MINERALS AUSTRALIA,69009701802,Parts kit,Military watercraft,JW1Y0Z,28-Mar-18,15-Mar-18,24-Apr-18,"25,465.00"
Department of Defence,CN3493976,,MILSPEC SERVICES PTY LIMITED,12071999132,Multiline,Military watercraft,JW1Y0Y,28-Mar-18,15-Mar-18,14-Apr-18,"21,964.25"
Department of Defence,CN3493977,,WEIR MINERALS AUSTRALIA,69009701802,Impeller pump,Military watercraft,JW1Y0T,28-Mar-18,15-Mar-18,14-Apr-18,"22,025.19"
Department of Defence,CN3493978,,A AND D INTERNATIONAL PTY LTD,78098102008,Multiline,Military watercraft,JW1Y0N,28-Mar-18,15-Mar-18,14-Apr-18,"11,449.53"
Department of Defence,CN3493979,,DART INSTRUMENTS PTY LTD,73109479763,Purchase of Pressure Transmitters.,Military watercraft,JW1Y0I,28-Mar-18,14-Mar-18,7-May-18,"11,990.00"
Department of Defence,CN3493980,,PACIFIC AERODYNE PTY. LTD.,72058607202,Multiline,Military watercraft,JW1Y0C,28-Mar-18,14-Mar-18,11-Apr-18,"36,356.10"
Department of Defence,CN3493981,,HAAR AUSTRALIA PTY LTD,50156121372,Pressure Gauge,Military watercraft,JW1Y0B,28-Mar-18,14-Mar-18,13-May-18,"12,005.40"
Department of Defence,CN3493982,,VEGA AUSTRALIA PTY LTD,55003346905,Pressure Transmitters,Military watercraft,JW1Y0A,28-Mar-18,14-Mar-18,7-Apr-18,"11,577.50"
Department of Defence,CN3493983,,PROMET VALVES AUSTRALIA PTY LTD,47096425697,Valves Spares,Military watercraft,JW1XZZ,28-Mar-18,13-Mar-18,2-May-18,"19,344.60"
Department of Defence,CN3493984,,TSWA PTY LTD,95130686887,Fuel truck starter motor,Specialised and recreational vehicles,JW1XZX,28-Mar-18,13-Mar-18,12-May-18,"10,623.03"
Department of Defence,CN3493985,,MOTOROLA SOLUTIONS AUSTRALIA PTY,16004742312,Purchase of Receiver-Transmitter Radio,Military watercraft,JW1XZU,28-Mar-18,12-Mar-18,25-Apr-18,"12,038.40"
Department of Defence,CN3493986,,FRONTLINE AUSTRALASIA PTY LTD,24073668649,Valve Spares,Military watercraft,JW1XZE,28-Mar-18,12-Mar-18,7-May-18,"39,208.18"
Department of Defence,CN3493987,,BAKER AND PROVAN PTY LTD,45000135188,Boat Crane Spares,Military watercraft,JW1XZB,28-Mar-18,12-Mar-18,30-Apr-18,"33,237.75"
Department of Defence,CN3493988,,PARKER HANNIFIN AUSTRALIA,89008446893,Fluid Filter Elements,Military watercraft,JW1XZA,28-Mar-18,12-Mar-18,7-May-18,"14,621.92"
Department of Defence,CN3493989,,SLIPSTOP AUSTRALIA PTY LTD,46093754691,Analyzer surface finish contact,Marine craft systems and subassemblies,JW1XYS,28-Mar-18,9-Mar-18,8-Apr-18,"10,450.00"
Department of Defence,CN3493990,,AVIATION FUEL MAINTENANCE,22009296682,Mack Truck Fleetliner Replace  Converter,Marine transport,JW1XP6,28-Mar-18,31-Jan-18,1-Apr-18,"16,291.00"
Department of Defence,CN3493991,SON2070001,ANSPEC PTY LTD,13056263239,Medical Consumables,Medical Equipment and Accessories and Supplies,JJ1QW2,28-Mar-18,14-Mar-18,18-Apr-18,"59,158.98"
Department of Defence,CN3493992,SON2070001,ANSPEC PTY LTD,13056263239,Medical Consumables,Medical Equipment and Accessories and Supplies,JJ1QW1,28-Mar-18,13-Mar-18,24-Apr-18,"31,438.82"
Department of Defence,CN3493993,SON2070001,ANSPEC PTY LTD,13056263239,Medical Consumables,Medical Equipment and Accessories and Supplies,JJ1QVU,28-Mar-18,13-Mar-18,12-May-18,"31,739.94"
Department of Defence,CN3493994,,CENTRAL HEALTHCARE SERVICES PTY,66142005552,Pharmaceutical Contract Number                     CASG/LSD/Contract002/2017,Drugs and Pharmaceutical Products,JJ1QJL,28-Mar-18,14-Aug-17,30-Mar-18,"157,996.80"
Department of Defence,CN3493995,,TIMS FABRICATIONS,95505068030,Weld Army Watercraft,Military watercraft,GG2629,28-Mar-18,16-Mar-18,30-Mar-18,"11,000.00"
Department of Defence,CN3493996,,FRANK O'KEEFE REPAIRS AND SERV,77003551388,Blast and paint Army Watercraft,Military watercraft,GG2628,28-Mar-18,16-Mar-18,25-May-18,"10,868.00"
Department of Defence,CN3493997,,FRANK O'KEEFE REPAIRS AND SERV,77003551388,Blast and paint Army Watercraft,Military watercraft,GG2627,28-Mar-18,16-Mar-18,5-May-18,"10,868.00"
Department of Defence,CN3493998,,FRANK O'KEEFE REPAIRS AND SERV,77003551388,Blast and paint Army Watercraft,Military watercraft,GG2626,28-Mar-18,16-Mar-18,30-Apr-18,"10,868.00"
Department of Defence,CN3493999,,PENSKE POWER SYSTEMS PTY LTD,47073690990,Aslav Repair,War vehicles,GG261J,28-Mar-18,16-Mar-18,29-Jun-18,"12,865.07"
Department of Defence,CN3494000,,VOLVO COMMERCIAL VEHICLES TOWNS*,27000761259,Truck Repair,Vehicle bodies and trailers,GG2605,28-Mar-18,13-Mar-18,29-Jun-18,"14,927.00"
Department of Defence,CN3494001,,VOLVO COMMERCIAL VEHICLES TOWNS*,27000761259,Truck Repair,Vehicle bodies and trailers,GG2604,28-Mar-18,13-Mar-18,29-Jun-18,"15,735.50"
Department of Defence,CN3494002,,DC SERVICES (NQ) PTY LTD,78146083669,Forklift Repair,Material handling machinery and equipment,GG260W,28-Mar-18,15-Mar-18,29-Jun-18,"12,022.91"
Department of Defence,CN3494003,,AERO PARTS AUSTRALIA,47780833006,Aeronautical Life Support Equipment,Personal safety and protection,GG260K,28-Mar-18,15-Mar-18,9-May-18,"168,001.68"
Department of Defence,CN3494004,,AERO PARTS AUSTRALIA,47780833006,Aeronautical Life Support Equipment,Personal safety and protection,GG260F,28-Mar-18,13-Mar-18,8-May-18,"41,468.55"
Department of Defence,CN3494005,,MERCEDES-BENZ AUSTRALIA/PACIFIC,23004411410,Repair Parts,Motor vehicles,GG260E,28-Mar-18,14-Mar-18,28-Mar-18,"21,187.22"
Department of Defence,CN3494006,,GLOBAL DEFENCE SOLUTIONS PTY LTD,60085623963,Repair of Briefing Shelters,Containers and storage,GG260B,28-Mar-18,13-Mar-18,29-Jun-18,"93,263.84"
Department of Defence,CN3494007,,RECAR,60506986136,Forklift Repair,Material handling machinery and equipment,GG25ZV,28-Mar-18,13-Mar-18,30-Jun-18,"29,606.03"
Department of Defence,CN3494008,,GRAEME MCLEOD MECHANICAL P/L,28139404952,Truck Repair,Vehicle bodies and trailers,GG25S2,28-Mar-18,23-Feb-18,29-Jun-18,"16,349.69"
Department of Defence,CN3494009,,THALES AUSTRALIA LIMITED,66008642751,repair of Vehicle,Motor vehicles,GG25P4,28-Mar-18,19-Feb-18,21-Mar-18,"13,217.33"
Department of Defence,CN3494010,,FRANK O'KEEFE REPAIRS AND SERV,77003551388,Blast and paint watercraft,Military watercraft,GG25PF,28-Mar-18,19-Feb-18,5-Mar-18,"10,868.00"
Department of Defence,CN3494011,,TOWNSVILLE SCAFFOLD HIRE PTY LTD,58128504085,ROSS ISLAND SLIPWAY SCAFFOLD HIRE,Construction and maintenance support equipment,GG25HV,28-Mar-18,6-Feb-18,7-May-18,"12,645.00"
Department of Defence,CN3494012,,WATMARINE ENGINEERING SERVICES,32609527118,Pump repairs,Military watercraft,GA1Z73,28-Mar-18,2-Mar-18,16-Apr-18,"22,748.00"
Department of Defence,CN3494013,,WATMARINE ENGINEERING SERVICES,32609527118,Pump repairs,Military watercraft,GA1Z71,28-Mar-18,2-Mar-18,16-Apr-18,"32,285.00"
Department of Defence,CN3494014,,WATMARINE ENGINEERING SERVICES,32609527118,Pump Repairs,Military watercraft,GA1Z6Z,28-Mar-18,2-Mar-18,16-Apr-18,"25,421.00"
Department of Defence,CN3494015,,WATMARINE ENGINEERING SERVICES,32609527118,Pump Repairs,Military watercraft,GA1Z6Y,28-Mar-18,2-Mar-18,16-Apr-18,"22,811.80"
Department of Defence,CN3494016,,RFD TECHNOLOGIES PTY LTD,55050242601,Detector kit chemical agent,Fire fighting equipment,GA1ZKE,28-Mar-18,15-Mar-18,27-Apr-18,"11,000.00"
Department of Defence,CN3494017,,BELLINGER INSTRUMENTS PTY LTD,28001450504,Repair of Surveillance and Detection Equipment,Surveillance and detection equipment,GA1ZI9,28-Mar-18,15-Mar-18,16-Jul-18,"27,500.00"
Department of Defence,CN3494018,,BELLINGER INSTRUMENTS PTY LTD,28001450504,Repair of Surveillance and Detection Equipment,Surveillance and detection equipment,GA1ZIA,28-Mar-18,15-Mar-18,16-Jul-18,"41,250.00"
Department of Defence,CN3494019,,AUSTRALIAN FUEL CELLS PTY LTD,83050136233,Repair of aircraft equipment.,Aircraft maintenance and repair services,GA1ZH2,28-Mar-18,14-Mar-18,28-May-18,"10,836.66"
Department of Defence,CN3494020,,STEALTH SURVEILLANCE SYSTEMS (A*,19004701820,Repair of Navigational Equipment,Security surveillance and detection,GA1ZHV,28-Mar-18,14-Mar-18,14-Mar-19,"34,306.80"
Department of Defence,CN3494021,,RUAG AUSTRALIA PTY LTD,37005285101,P3 RI Repair,Aerospace systems and components and equipment,GA1ZHU,28-Mar-18,14-Mar-18,14-Jul-18,"15,861.26"
Department of Defence,CN3494022,,AUSTRALIAN FUEL CELLS PTY LTD,83050136233,Repair of aircraft equipment.,Aircraft maintenance and repair services,GA1ZHA,28-Mar-18,14-Mar-18,28-May-18,"10,836.66"
Department of Defence,CN3494023,,AUSTRALIAN FUEL CELLS PTY LTD,83050136233,Repair of aircraft equipment.,Aircraft maintenance and repair services,GA1ZGS,28-Mar-18,14-Mar-18,28-May-18,"10,836.66"
Department of Defence,CN3494024,,FIRE RESCUE SAFETY AUSTRALIA PT*,95111306293,Fire Nozzles,Fire fighting equipment,GA1ZGG,28-Mar-18,14-Mar-18,25-Apr-18,"43,296.00"
Department of Defence,CN3494025,,BELLINGER INSTRUMENTS PTY LTD,28001450504,Repair of Intercommunication Station,Marine craft systems and subassemblies,GA1YX4,28-Mar-18,19-Feb-18,20-Apr-18,"39,874.78"
Department of Defence,CN3494026,,BEAK ENGINEERING (AUST) PTY LTD,35122373022,Auuumulator hydraulic,Marine craft systems and subassemblies,GA1YSQ,28-Mar-18,13-Feb-18,30-Apr-18,"11,730.08"
Department of Defence,CN3494027,,WILTRADING STACE DEFENCE PTY LTD,58103397762,Compressor,Water safety,GA1YSB,28-Mar-18,13-Feb-18,17-Apr-18,"27,285.50"
Department of Defence,CN3494028,,H I FRASER PTY LTD,67003343271,Repair of pumps,Marine craft systems and subassemblies,GA1YOJ,28-Mar-18,7-Feb-18,25-May-18,"19,988.76"
Department of Defence,CN3494029,,RUAG AUSTRALIA PTY LTD,37005285101,Repair of Aeronautical Product,Aircraft maintenance and repair services,GA1YND,28-Mar-18,6-Feb-18,20-Jun-18,"21,671.97"
Department of Defence,CN3494030,,BEAK ENGINEERING (AUST) PTY LTD,35122373022,Valve assembly,Fluid and gas distribution,GA1YMF,28-Mar-18,5-Feb-18,30-Oct-18,"116,250.73"
Department of Defence,CN3494031,,THALES AUSTRALIA,66008642751,Repair of Power Supply,Military watercraft,GA1YJX,28-Mar-18,31-Jan-18,27-Jul-18,"19,437.36"
Department of Defence,CN3494032,,THALES AUSTRALIA,66008642751,Repair of B and A Control and Alarm Panel,Military watercraft,GA1YJR,28-Mar-18,31-Jan-18,30-Jul-18,"40,053.25"
Department of Defence,CN3494033,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1X97,28-Mar-18,16-Nov-17,30-May-18,"21,174.67"
Department of Defence,CN3494034,,RFD TECHNOLOGIES PTY LTD,55050242601,Overhaul of Air transportation support systems and,Air transportation support systems and equipment,GA1XDZ,28-Mar-18,22-Nov-17,30-Mar-18,"10,528.85"
Department of Defence,CN3494035,,RUAG AUSTRALIA PTY LTD,37005285101,P3 AIRFRAME RI REPAIR DMO/ASD/00328/2015,Aerospace systems and components and equipment,GA1V7U,28-Mar-18,10-Aug-17,4-Jul-18,"15,861.26"
Department of Defence,CN3494036,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1VXV,28-Mar-18,18-Sep-17,14-May-18,"28,301.03"
Department of Defence,CN3494037,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1VXU,28-Mar-18,18-Sep-17,14-May-18,"17,269.18"
Department of Defence,CN3494038,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1VXT,28-Mar-18,18-Sep-17,14-May-18,"16,712.40"
Department of Defence,CN3494039,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1VXO,28-Mar-18,18-Sep-17,14-May-18,"15,170.43"
Department of Defence,CN3494040,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1VXN,28-Mar-18,18-Sep-17,14-May-18,"29,551.13"
Department of Defence,CN3494041,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1VXM,28-Mar-18,18-Sep-17,14-May-18,"29,472.33"
Department of Defence,CN3494042,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of item iAW Quote 24373,Aircraft maintenance and repair services,GA1VXI,28-Mar-18,18-Sep-17,14-May-18,"20,756.07"
Department of Defence,CN3494043,,QUEENSLAND BREATHING SYSTEMS,25010883842,Compressor,Water safety,GA1VUS,28-Mar-18,18-Sep-17,23-Apr-18,"20,957.74"
Department of Defence,CN3494044,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,AERONAUTICAL PRODUCT REPAIR,Aircraft maintenance and repair services,GA1VGI,28-Mar-18,23-Aug-17,25-Aug-18,"15,366.43"
Department of Defence,CN3494045,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,AERONAUTICAL PRODUCT REPAIR,Aircraft maintenance and repair services,GA1VGE,28-Mar-18,23-Aug-17,5-Oct-18,"19,451.29"
Department of Defence,CN3494046,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,AERONAUTICAL PRODUCT REPAIR,Aircraft maintenance and repair services,GA1RYT,28-Mar-18,7-Mar-17,11-May-18,"12,548.51"
Department of Defence,CN3494047,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,AERONAUTICAL PRODUCT REPAIR,Aircraft maintenance and repair services,GA1QAF,28-Mar-18,18-Nov-16,3-Aug-18,"14,153.07"
Department of Defence,CN3494048,,SIKORSKY AIRCRAFT AUSTRALIA LTD,82003031909,Repair of aircraft component,Aircraft maintenance and repair services,GA1PC4,28-Mar-18,6-Oct-16,14-May-18,"11,440.01"
Department of Defence,CN3494049,,SAAB AUSTRALIA PTY LTD,88008643212,REPAIR CCA,Military watercraft,GA1OWC,28-Mar-18,16-Sep-16,27-Apr-17,"16,401.34"
Department of Defence,CN3494050,,JENKINS ENGINEERING DEFENCE SYS*,40003842126,Repair of Surveillance and Detection Equipment,Surveillance and detection equipment,GA1IGP,28-Mar-18,6-Nov-15,21-Jun-16,"21,568.28"
